langcode,type,status,uid,title,created,changed,default_langcode,path,field_artis,field_emotion,field_lyrics_chorus,field_lyrics_hook,field_lyrics_lead,field_name,field_year
en,country_lyrics,1,0,ขอใจกันหนาว,1573036588,1573036588,1,en,ต่าย อรทัย,กำลังใจ,"อยากมีพี่เลี้ยง เคียงข้างบนทางเปื้อนฝุ่น
มอบใจอุ่นๆ กันหนาวกันท้อพอเพียง
ยามเจ็บเห็นหน้า ยามมีปัญหายืนเคียง
ยามเหงาได้โทรฟังเสียง หล่อเลี้ยงหัวใจทุกคราว","ขอพึ่งแรงแห่งฝัน บันดาลให้เจอคนดี
ให้สาวไกลบ้านคนนี้ ได้มีคนคอยปลอบเหงา
งานยุ่งเมืองใหญ่ ขอใจฮักมั่นกันหนาว
นำพาในทุกเรื่องราว ให้สาวดอกหญ้าอุ่นใจ","เมื่อเลิกงานเดินเหงา มีเงาเป็นเพื่อนเข้าซอย
ผู้สาวบ้านไกลใจลอย บ่มีคนคอยเคียงเงา
อยู่ในเมืองใหญ่ อุ่นกายแต่หัวใจหนาว
วันๆมีหลายเรื่องราว รุมเร้าให้คอยหวั่นไหว

ฝืนยืนสู้แค่ไหน นานไปแรงใจสึกหรอ
ห่วงใยทางบ้านที่รอ แม่พ่อจั๊กอยู่จั่งได๋
ปัญหาหลายอย่าง สู้ตามลำพังบ่ไหว
พรุ่งนี้สิเดินอย่างไร ถ้าใจบ่มีคนเคียง",ขอใจกันหนาว,2547
en,country_lyrics,1,0,ดอกหญ้าในป่าปูน,1573036757,1573036757,1,en,ต่าย อรทัย,กำลังใจ,"อยู่เมืองสวรรค์ แต่เป็นคนชั้นติดดิน
เป็นผู้รับใช้จนชิน หูได้ยินแต่คำสั่งงาน
แต่ยังยิ้มได้ เพราะใจเหมือนดอกหญ้าบาน
ถึงอยู่ในที่ต่ำชั้น แต่ก็บานได้ทุกเวลา","หัวใจติดดิน สวมกางเกงยีนส์เก่าๆ
ใส่เสื้อตัวร้อยเก้าๆ แต่ใจสาวบ่ด้อยราคา
หวังไว้วันหนึ่ง เรียนจบชั้นที่เฝ้ารอมา
จะสวมมงกุฎดอกหญ้า ถ่ายรูปปริญญาหวนมาบ้านเรา","หัวใจติดดิน สวมกางเกงยีนส์เก่าๆ
ใส่เสื้อตัวร้อยเก้าๆ กอดกระเป๋าใบเดียวติดกาย
กราบลาแม่พ่อ หลังจากเรียนจบ ม.ปลาย
ลาทุ่งดอกคูณไสว มาอาศัยชายคาป่าปูน

เอาแรงเป็นทุน สู้งานเงินเดือนต่ำต่ำ
เก็บเงินเข้าเรียนภาคค่ำ ก่อความหวังบนทางเปื้อนฝุ่น
สังคมเมืองใหญ่ ขาดแคลนน้ำใจเจือจุน
ใช้ความอดทนเติมทุน ให้ยืนสู้ไหวทุกวัน",ดอกหญ้าในป่าปูน,2546
en,country_lyrics,1,0,กรรมกรแก้มแดง,1573037159,1573037159,1,en,ต่าย อรทัย,กำลังใจ,"เก็บ ใจ มั่น อดออมทุกวันทุกอย่าง
ของใช้ก็ซื้อนอกห้าง จึงพอมีตังค์ส่งให้ทางบ้าน
ส่วนคนเป็นคู่เคียงใจ น้องเรียนจบจึงค่อยคิดกัน
ฟังเพลงลูกทุ่งปลอบฝัน ให้ใจก้าวผ่านวันบ่มีแฟน","แก้มใสบ่ให้ตกสี ทำหน้าที่บ่ให้ตกค้าง
รับใช้จึงได้รับตังค์ ต้องใช้กำลังทุกงานที่ทำ
เป็นกรรมกรแก้มแดง ขายแรงในชุดงามๆ
ตามร้านตามห้างตามปั๊ม มีเพื่อนเราทำทุกตำแหน่งงาน","สาวรากหญ้า เข้ามาขายแรงเมืองใหญ่
แต่งตัวเหมือนเป็นเจ้านาย แต่อยู่ฝ่ายให้บริการ
เดินทางมาจากบ้านนอก ทำงานหนักเงินเดือนหลักพัน
ตากแอร์ในที่ทำงาน กลับเมือบ้านนอนห้องพัดลม

เหนื่อย ห้าม ท้อ หน้างอเงินเดือนบ่ออก
ท่องคำเจ้านายเพิ่นบอก ยิ้มให้ออกถึงใจซานซม
แอบร้องไห้ในห้องน้ำ เมื่อโดนคำย่ำใจขื่นขม
คนจนล่ะบ่มีสิทธิ์จ่ม ซ่อนอารมณ์หลังรอยยิ้มงาม",กรรมกรแก้มแดง,2557
en,country_lyrics,1,0,ถนนค้นฝัน,1573039809,1573039809,1,en,ตั๊กแตน ชลดา,กำลังใจ,"เหงาจัง กลับห้องมามีเพื่อนก็เพียงเสียงเพลง
วันที่ปัญหาหอบภาระเข้ามาข่มเหง
ได้แต่บอกใจตัวเองไม่ให้หยุดฝัน","ยืนบนถนนคนสู้เพื่อฝันลำพัง
คว้างดังเศษฟางที่ถูกลมพัดมาไกล

จากเช้าจรดเย็นต้องเป็นคนมีเจ้านาย
เลิกงานค่อยมีลมหายใจเป็นของตัวเอง","เนิ่นนาน ที่เราเดินตามฝัน
จากบ้านมาไกล จากทุ่งนาเขียว
ภูเขาสูง ข้างทุ่งดอกไม้ 
มาสู้อยู่กลางแสงไฟเมืองไม่ยอมหลับ 

สัญญา ไม่ได้ดีขึ้นมา จะไม่ยอมกลับ
งานหนักเพียงไหน บอกหัวใจให้ยืนตั้งรับ
แม้ความจริงเฝ้าแต่นับคำว่าผิดหวัง",ถนนค้นฝัน,2550
en,country_lyrics,1,0,นักร้องงานเลี้ยง,1573040067,1573040067,1,en,ตั๊กแตน ชลดา,กำลังใจ,"หวัด ดีค่ะ อะโหล อะโหล
อยากให้โชว์กี่เพลง ล่ะจ๊ะ
ขอให้มีดนตรีเปิดมา
สู้ตายค่ะอยู่แล้วลูกพี่.","เป็นนักร้องยามมีงานเลี้ยง
มีโทนเสียงอยู่นอกสายตาแมวมอง
ขึ้นเวทีบ่อยซะจนคล่อง
บางเพลงร้องแล้วเผลอเต้นก็มี
อยู่ที่ทำงานขาดคนสนใจ
พอได้จับไมค์สงสัยจะดูดี
รับแต่เสียงปรบมือ มาทุกที
จบเพลงนี้ขออีกทีนะจ๊ะ","ร้องเพลงพอไปวัดไปวา
แต่จับไมค์ขึ้นมา แล้วเป็นเรื่องทุกที
อาศัย ว่าความจำดี 
ร้องไม่ผิดคีย์ ไม่มีดำน้ำ
อยู่ห้องร้องคาราโอเกะ
แอ็คท่าทำเท่ห์
หน้ากระจกประจำ
รับตำแหน่ง เป็นนักร้องนำ
ทุกครั้งเมื่อยาม
เพื่อนพ้องเขาขอมา.

งานปีใหม่วันสงกรานต์
หรือที่ทำงานไปทัศนาจร
คนเสียงดีเขาจองไมค์ก่อน
คนลูกคออ่อน ต้องคอยเวลา
เขาหมดเพลงร้องกันเมื่อไหร่
เวลาจับไมค์ ก็ใกล้เข้ามา
รับเชิญบ่อยจนไม่ค่อยขายหน้า
ร้องไปร้องมา ก็เผลอยึดเวที",นักร้องงานเลี้ยง,2552
en,country_lyrics,1,0,ยาใจคนจน,1573040292,1573040292,1,en,ไมค์ ภิรมย์พร,กำลังใจ,"ลำบากยากเข็ญ เช้าเย็นขอให้เห็นหน้า
เมื่อเจอปัญหา น้องอย่าตัดสายสัมพันธ์
อยู่เป็นแรงใจ เติมไฟให้กันและกัน
เพียงเรามีเราเท่านั้น สร้างฝันให้สมดังใฝ่","เป็นแฟนคนจน
ต้องทนหน่อยน้อง
อย่าแคร์สายตาคนมอง
อย่าหมอง เมื่อยามแพ้พ่าย
อย่าเพิ่งด่วนลา
เมื่อเจอปัญหาใดใด
ยืนเคียง เพื่อคอยยิ้มให้
เป็นยาชุบใจคนจน","เป็นแฟนคนจน ต้องทนหน่อยน้อง
พี่นี้ไม่มีเงินทอง มารองรับความลำบาก
ในแต่ละวัน พี่นั้นต้องทำงานหนัก
ถ้าไม่มีใจรัก ใครหนอจะร่วมทางได้

ปัญหามากมาย พาใจอ่อนล้า
ทั้งทั้งไม่เจตนา แต่ปัญหาก็มาจนได้
จึงอยากให้น้อง ช่วยมองด้วยความเห็นใจ
อุปสรรคจะมีเท่าใด ขอใจเรายิ้มให้กัน",ยาใจคนจน,2541
en,country_lyrics,1,0,เหนื่อยไหมคนดี,1573040530,1573040530,1,en,ไมค์ ภิรมย์พร,กำลังใจ,"เก๋งไม่มีขับ ปิคอัพก็ไม่มีขี่
เห็นแฟนคนอื่นได้ดี พี่นี้ยิ่งสงสารเธอ
จมอยู่กับพี่ ทั้งที่ไร้สิ่งปรนเปรอ
รู้ไหมว่ารอยยิ้มเธอ ช่วยให้ใจพี่มีหวัง.","พี่ขอขอบคุณที่น้องมีใจ
ก่อนนี้ถ้าพี่ผิดไป ต้องขออภัยใจนาง.
ยิ้มเถิดคนดี วันนี้เริ่มมองเห็นทาง
จับมือลุกเดินเคียงข้าง เราจะสร้างพรุ่งนี้ด้วยกัน","เหนื่อยไหมคนดีมีพี่เป็นแฟน
ครองรักบนความขาดแคลน
ยากแค้นพี่กลัวเธอท้อ.เราเริ่มจากศูนย์
ลงทุนด้วยความไม่พอความหวังเทียวพังเทียวก่อ
ประคองกันสู้เรื่อยมา..

บนเส้นทางเดินขาดเกินประจำ
คลื่นลมชีวิตกระหน่ำอาจทำให้ใจพี่ล้า.
บางครั้งบางทีที่พี่ก็สร้างปัญหา
ทำให้เธอมีน้ำตาต้องทนพี่มาเสมอ",เหนื่อยไหมคนดี,2543
en,country_lyrics,1,0,ขายแรงแต่งนาง,1573040786,1573040786,1,en,ไมค์ ภิรมย์พร,กำลังใจ,"ความรู้ต่ำ แรงงานก็ราคาถูก
อดทนปนทุกข์ เดินบุก เดินลุยทุกวัน
เปลี่ยนแรงเป็นเงิน เผชิญกับความร้าวราน
จะไปให้ถึงความฝัน ฝันถึงงานวันแต่ง","ขอแรงคนดี ให้คอยพี่บ้าง
ได้โปรด ถนอมใจนาง
อย่าจืดจาง ระวังแก้มแดง
รักจริง อย่าให้ใครชิงตำแหน่ง
เก็บรักษาแก้มแดง
รอคนขายแรงจะไปแต่งนาง","สองมือคนจน จะทนเพื่อเจ้า
เพื่อความรักสองเรา พี่ขอเอาหัวใจเดิมพัน.
เดินทางจากนา มาขายแรงงาน
หวังว่าสักวัน ฝันเราคงเป็นจริง

ขอเอาแรงกายและใจมุ่งมั่น
เสียเหงื่อเพื่อน้องทุกวัน
เข้าทำงานขายแรง แย่งชิง
เหนื่อยกาย ก็ทนเพื่อคนรักจริง
ขอเพียงยอดหญิง อย่าทิ้งพี่ไปกลางคัน.",ขายแรงแต่งนาง,2542
en,country_lyrics,1,0,นักสู้ ม.3,1573041044,1573041044,1,en,ไมค์ ภิรมย์พร,กำลังใจ,"ปริญญาตรี พี่คงตามน้องไม่ติด
จะสร้างปริญญาชีวิต ไว้รอร่วมทางชีวี
ขอเพียงสาวราม อย่ามองข้ามเมื่อยามได้ดี
เรียนจบปริญญาตรี อย่าลืมพี่ ม.3 จนๆ","เป็นสามัญชน ความทนไม่มีจำกัด
จะลุยด้วยใจยืนหยัด แม้ยังอยู่ข้างถนน
ไอ้หนุ่ม ม.3 จะไม่ทำให้น้องอายคน
สาวรามอย่าได้กังวล พี่จะสร้างตนให้น้องภูมิใจ","เป็นสามัญชน คนจนไม่มีนามบัตร
ทำงานเงินเดือนจำกัด วุฒิใบประกาศ ม.3
ครองตนอยู่ไหว ก็เพราะใจได้รักคนงาม
สาวทุ่งเข้ากรุงเรียนราม ส่งยิ้มงามเสริมกำลังใจ

ความหวังยังไกล แต่ใจก็ยังมีสิทธิ์
หากเทอมหัวใจไม่ปิด รักคงไม่ติดตรงไหน
สู้งานให้สม ช่วยแม่พ่อให้พอสบาย
แล้วเร่งสร้างตนเร็วไว ให้พอคู่ควรคนดี",นักสู้ ม.3,2544
en,country_lyrics,1,0,คนบ้านเดียวกัน,1573041564,1573041564,1,en,ไผ่ พงศธร,กำลังใจ,"ให้โชค ให้หมาน ให้มั่งให้มี
ให้อยู่ดีมีแฮง อยู่แดงมีฮีเด้อครับพี่น้อง","คนบ้านเดียวกัน แค่มองตากันก็เข้าใจอยู่
รู้ว่าเหนื่อยแค่ไหน ว่าหนักแค่ไหนบนหนทางสู้
ยังมีคำปลอบโยน ยังมีคำปลอบใจ
มีคำว่าซำบายดีบ่ให้กันเสมอ เด้อคนบ้านเฮา

โอ๊ย...นอ...นอ คนบ้านเฮา","อ้ายทิดเคน เข้ามาเป็นคน ขับแท็กซี่
จากร้อยเอ็ด เฮ็ดนาได้ เอาไปใช้แต่หนี้
ตัดสินใจหิ้วกระเป๋าเดินทาง มาสู้กลางเมืองใหญ่เมืองนี้
ได้เจอกันอยู่ร้านลาบหลายที เป็นจั๋งใด๋พี่โชคหมานบ่น้อ

น้องตั๊กแตน เข้ามาเป็น สาวโรงงานเย็บผ้า
แรงที่ใช้กับเงินที่ได้ ยังบ่เคยคุ้มค่า
นักเรียน ม.ปลาย จากภาคอีสาน
กลายเป็นแรงงานถูกกดราคา
น้องมาซื้อลาบ เฮาได้เว้าจา
จั๋งใด๋อดสาเอาก่อนเด้อนาง",คนบ้านเดียวกัน,2551
en,country_lyrics,1,0,ดอกนีออนบานค่ำ,1573041895,1573041895,1,en,ตั๊กแตน ชลดา,กำลังใจ,"ดอกไม้อะไร ดึกแล้วยังไม่นอน
ก็ดอกนีออน บานค่ำ","จากดอกไม้ภูธร มาเป็นดอกนีออนบานค่ำ
ตะวันลาท้องฟ้ามืดดำ เวลาชีวิตก็ผลิดอกออกฝัน
เป็นลูกจ้างตังค์น้อย ลำบาก เท่าใดบ่ยั่น
ดึกๆดื่นๆ ยังยืนสู้งาน เหนื่อยก็โทรหากัน
เนาะเราคนภาคค่ำ","น้องสมพร บ้านอยู่เจียงฮาย
เลิกเก็บลำใย ก็เลยมาเสิร์ฟอาหาร
อยู่ตะวันแดง เดินโต๊ะมาตั้งนาน
เงินในบัญชี ก็มีอยู่แค่นั้น
คึดเติงคนทางบ้าน บ่เมินจะปิ๊กบ้านเฮา

ชลดา บ้านอยู่โคราช
ความจนพาพัด เข้ามาอยู่ในโรงงาน
นั่งเย็บผ้าโหล ทำโอทีมาทุกวัน
เก็บสิบเป็นร้อย เพียรสร้างเป็นทางฝัน
อยากมีร้านอาหาร ขายของกินบ้านเอง

พี่นกเมืองคอน บ้านอยู่ร่อนพิบูลย์
จากสวนยางทางนู้น เข้ามาอยู่แถวลาดพร้าว
ทำงานเซเว่น ขายของชำพร้อมซาละเปา
ออกกะตีสอง ถึงห้องก็นั่งเหงา
อยากหลบบ้านแล้วหลาว คิดถึงทิวพร้าวลมเล",ดอกนีออนบานค่ำ,2551
en,country_lyrics,1,0,ต้องมีสักวัน,1573042130,1573042130,1,en,ก๊อท จักรพันธ์,กำลังใจ,"จะรอวันนั้น รอวันที่ฝันเป็นจริง
ได้ทำในสิ่ง ที่รักและคนเชื่อมั่น
มีเธอเคียงข้าง ร่วมทางอย่างเข้าใจกัน
ไม่มีคนนั้น คอยกีดกันเหมือนอย่างวันนี้","ต้องมีสักวัน ต้องมีสักวัน
จะเดินตามฝัน ไม่ท้อไม่หวั่นด้วยแรงที่มี
ขอเพียงเธอรอ อย่าลาอย่าร้างไมตรี
เป็นคู่ชีวีในยามที่มีวันนั้น","ต้องมีสักวัน ต้องมีสักวัน
ท่องคำเติมฝัน ปลอบใจรอวันที่คอยแสนไกล
วันที่ทุกอย่าง เปิดทางให้สมดังใจ
ถึงนานเพียงใด หัวใจจะคอยจะทน

ขอใครสักคน ยอมทนร่วมทาง
คือเธอที่หวัง ถึงแม้ทุกอย่างยังดูมืดมน
เพราะยังมีเงา ของเขาเข้ามาปะปน
ให้คอยกังวล ให้ทนบนทางใฝ่ฝัน",ต้องมีสักวัน,2549
en,country_lyrics,1,0,พลังงานจน,1573042439,1573042439,1,en,เปาวลี พรพิมล - LABANOON,กำลังใจ,"สายลมจางๆ ยังล่องลอยจากแดนไกล
กระชิบคอยบอกเบาๆ เตือนให้เราลืมตา
เสียงใจดวงเดิม มันรำพันว่ายังไหว
กระชิบคอยปลอบเบาๆ พอให้เราเดินไป
ฝนเพิ่งซากลิ่นไอดิน ทิวไม้โอนเอนไกว
ทุกข์หรือสุข สุดแต่ใจ","ก็ไม่เป็นไร เมื่อเกิดมาอย่างนี้ เมื่อมีเท่าที่มี ก็ทำมันให้ดี
เท่าที่หนทางยังมีอยู่ สู้เพื่อคนที่รัก พิสูจน์ให้ได้ดู
ถึงหนักหนาเท่าไรยังไงหัวใจยังมีแรง","สายลมจางๆ ยังล่องลอยจากแดนไกล
กระซิบคอย บอกเบาๆ เตือนให้เราลืมตา

ชีวิตจนๆ อย่างเรา จะเอาอะไร หนักหนา
เช้าลุกขึ้นมา ส่งยิ้มให้โชคชะตา ศรัทธายังมีเหลือพอ
ถึงไม่ค่อยมีปัจจัย แต่ใจยังไม่อับจน
หลายครั้งทางชัน แต่ฉันรู้ว่าความจน มันมีพลังดิ้นรน

ความจนมันเป็นอย่างไร ไม่จนคงไม่เข้าใจ
สองเท้าเปื้อนดิน ชีวิตไม่ง่ายเท่าไร
ยังมีคนรอพึ่งพา มากมาย",พลังงานจน,2558
en,country_lyrics,1,0,ฝ้ายผูกแขนเปื้อนเหงื่อ,1573042677,1573042677,1,en,เบียร์ พร้อมพงษ์,กำลังใจ,"ผูกเบื้องซ้ายให้ขวัญมา
ผูกเบื้องขวาให้ขวัญคุ้มภัย
หาเงินได้หมานๆ เด้อ เออ","ฝ้ายที่พ่อกับแม่ผูกให้ เบิ่งยามใด๋มีใจฮึดสู้
บอกให้ฮู้ ว่ามีไผรอทางนั้น
ฝ้ายผูกแขนย้ำแทนแม่พ่อ หนักเกินท้อลูกก็ยังมั่น
ถึงทางแห่งฝัน ต้องข้ามทะเลเม็ดเหงื่อ
ก็คงบ่อยู่เหนือ เกินความตั้งใจ","ฝ้ายผูกแขนเส้นขาว ที่มันเก่าจนผู้สาวถาม
ว่าอ้ายเป็นหยังจั่งมักหลาย เหลือเส้นบาง ๆ กะยังบ่ถิ่ม
บ่กล้าตอบผู้สาว เบิ่งฝ้ายขาวแล้วต้องอมยิ้ม
คำอวยพรยังอุมอิม มื้อผูกแขนยังจำในใจ

ถึงบ่โดนใจผู้สาว บ่คือผู้บ่าวที่มีเงินหนา
ถูกเหยียดถูกหยามบ่ถือสา สาวผ่านเข้ามาก็แค่รอหาทางใหม่
บ่มีสร้อยมีแหวน มีฝ้ายผูกแขนที่แม่พ่อผูกให้
ลูกผู้ชายคนนี้ไง ยังสู้ไหว ... ในทุกเส้นทาง",ฝ้ายผูกแขนเปื้อนเหงื่อ,2561
en,country_lyrics,1,0,ความจนวัดใจ,1573042888,1573042888,1,en,ศิริพร อำไพพงษ์,กำลังใจ,"ถึงยามขาดแคลน ชีวิตแขวนบนเส้นด้าย
ฟางเส้นสุดท้าย คืออ้ายที่ยื่นมือมา
ทุกนาทีเจ็บ อ้ายร่วมจมบ่เคยร้างรา
อยู่ใกล้ให้คำปรึกษา นำพายามน้องสับสน","ขอบคุณความจน ที่ช่วยคัดคนจริงใจ
หนึ่งเดียวก็คืออ้าย บ่มีใครทำใจวกวน
ข้อสอบวัดใจ คู่ชีวิตก็คือความจน
วันนี้น้องประกาศผล คนสอบได้คืออ้ายคนเดียว","ขอบคุณความจน ที่ช่วยคัดคนจริงใจ
อ้ายคนเดียวบ่ทิ้งไป ยามที่ใจน้องพ่ายชะตา
เมื่อตอนได้ดี น้องเคยมีหลายคนเกี้ยวพา
แต่พอความจนเข้ามา โทรหาก็บ่รับสาย

หมอกดำคลุมใจ พึ่งใครบ่ได้จริงๆ
ญาติบ่ยอมให้พักพิง เพื่อนทิ้งน้องสิ้นทางไป
อยู่ในห้องเช่า รอวันเขาตัดน้ำตัดไฟ
โชคดีที่ยังมีอ้าย มาช่วยไว้ทันเวลา",ความจนวัดใจ,2545
en,country_lyrics,1,0,ดอกไม้ให้คุณ,1573043112,1573043112,1,en,คาราวาน,กำลังใจ,"ดวงตะวัน ทอแสง
มิถอยแรง อัปรา
เป็นเปลวไฟที่ไหม้นาน
เป็นสายธารที่ชุ่มป่า
เป็นแผ่นฟ้า ทานทน","ขอมอบดอกไม้ ในสวน
ให้หอมอบอวล สู่ชน
จงสบสิ่งหวัง
ให้สมตั้งใจ
ให้คลายหมองหม่น
ก้าวต่อไปตราบชีวิตสุด
ดุจกระแส ชล
เป็นกำลังใจให้คุณ
เป็นกำลังใจให้เธอ
เป็นสิ่งเสนอให้คุณ","ขอมอบดอกไม้ ในสวน
นี้เพื่อมวล ประชา
จะอยู่แห่งไหน
จะใกล้จะไกล
จนสุดขอบฟ้า
ขอมอบความหวัง
ดั่งดอกไม้ผลิ
สดไสวงามตา
เป็นกำลังใจให้คุณ
เป็นกำลังใจให้เธอ
เป็นสิ่งเสนอให้มา",ดอกไม้ให้คุณ,2557
en,country_lyrics,1,0,หัวใจเดียวกัน,1573043322,1573043322,1,en,เสือ ธนพล,กำลังใจ,หากในโลกนี้เธอไม่มีใคร ให้เธอจำไว้ยังมีฉัน,"ที่ยังคงรักเธอเข้าใจ อยากให้เธอระบายกับฉัน
เคยเจ็บมาเหมือนเธอเหมือนกัน สิ่งที่เธอรู้สึกนั้นฉันเข้าใจ","เมื่อฉันเห็น เธอยืนร้องไห้กลางสายฝน 
ดังคนสิ้นใจ เธอไม่เหลือใคร 
คอยเคียงข้างกายไม่มีแล้ว เหลือตัวคนเดียว
คนไม่มีความหมาย 

ดั่งสายฟ้า ลงกลางหัวใจแหลกสลาย 
กลายเป็นน้ำตา ฟ้าลงโทษมา 
ทำให้ครอบครัวเธอแตกร้าว ไปคนละทาง

อดทนไว้ เธอมีค่าพออย่าท้อแท้ 
จะเป็นกำลังใจ ไม่ทอดทิ้งเธอ 
เดินเคียงข้างเธออย่าหวั่นไหว หัวใจเดียวกัน",หัวใจเดียวกัน,2557
en,country_lyrics,1,0,น้ำใจไทย,1573043586,1573043586,1,en,แอ๊ด คาราบาว,กำลังใจ,"เขื่อนคาว่าสูง ตลิ่งใจสูงกว่า
คนไทยทั่วหล้า ส่งกำลังใจถึงกัน
ซื้อข้าวซื้อของ ใส่กระสอบฝัน
ต้องมีสักวัน จะผ่านพ้นมันได้เอง
มีสักวัน จะผ่านพ้นไปได้เอง","น้ำท่วมยิ่งมากเท่าไร น้ำใจไทยยิ่งมากกว่านั้น
เราคนไทยไม่เคยทิ้งกัน เราคนไทยไม่ทอดทิ้งกัน
จะฝ่าวิกฤตน้ำไปด้วยกัน จะฝ่าวิกฤตนี้ไปด้วยกัน","น้ำใจท้นท่วม ร่วมแก้ปัญหา
น้ำเหนือไหลบ่า นาไร่ล่มจม
ดินโคลมถล่ม ทลายลุ่มเจ้าพระยา
ท่าจีน ปิง วัง ยม น่าน ยัน โขง ชี มูล

ร้อยวันพันปี ก็มีเพียงครั้งนี้
ที่น้ำฝนไหลรี่ น้ำผีไหลบ่า
หลั่งเลือดน้ำตา สู้แรงวารี
มีแต่เพียงศรัทธา แห่งความรักและผูกพัน",น้ำใจไทย,2560
en,country_lyrics,1,0,ท้อแต่ไม่ถอย,1573044399,1573044399,1,en,หนู มิเตอร์,กำลังใจ,"ไม่อยากไขว่คว้า เธอมาครอบครอง
เพียงอยากสนอง เจ้าหัวใจขี้แย
ใจอยากจะขอ ร้องเธอเพียงแค่
โปรดอย่ารังแก ด้วยความเฉยเมย","ท้อ แต่ไม่ถอย เธอไม่เคยเข้าใจ
หัว ใจอ่อนไหว เธอทำลายสัมพันธ์
อดทน เพื่อเธอมานาน
จะกี่วัน ฉันก็ยังเหมือนเดิม","หัวใจมันคิด ถึงเธอคนเก่า
หัวใจมันเหงา เมื่อเธอไกลห่าง
อยากให้เธอนั้นคิดเหมือนฉันบ้าง
คงไม่อ้างว้าง นั่งร้องเพลงรอ

หลายเพลงที่ร้อง วกวนจนเบื่อ
ถ้าหากเป็นเสือ ฉันคงสิ้นลาย
ก็ใจมันรัก แล้วทำไงได้
พูดอย่างไม่อาย ว่าฉันรักเธอ",ท้อแต่ไม่ถอย,2553
en,country_lyrics,1,0,แรงใจ,1573044853,1573044853,1,en,หนู มิเตอร์,กำลังใจ,"หากหมู่ดาวดวงน้อย คล้อยเคลื่อนลับตา
จันทร์ที่สวยส่องมา ฝันร่วมกันเถอะหนา
เธอผู้ห่างไกล นอนพบกันในฝัน
เพื่อเป็นกำลังหัวใจ คืนนี้จนวันใหม่
ไม่ไกลกันเลย","คอยหัวใจให้คอย อย่าเลื่อนลอยไปเป็นอื่น
จำถ้อยคำอย่าลืม คำสัญญา
เรียงร้อยคำขับขาน ฝากไปบ้านฉันเพียรอุตห์ส่า
รอฉันคืนบ้านนา ฟ้าเป็นพยาน","อยากจะฝากดวงใจ ไว้ในคำนึง
ทั้งชีวิตห่วงใย เธอจะรู้บ้างไหมคิดถึงผูกพัน 
ยามที่เราห่างกัน ห่างกันด้วยความจำเป็น
ไปให้ได้ดีเด่น และสุขสบาย
ให้คนได้บ้า

ทางจึงเดินทางไกล ได้มาคำลา
บ้านที่ต้องจากไป คืนที่ค่ำเดือนหงายยามนี้สุดเหงา
ดาวที่คงเลื่อนลอย กับลมลำเพยพัดพา
ฝากคำหัวใจเจ้าว่า ออกมาจากใจ
ส่งเสียงให้ฟัง

ห่างกันนานเพียงไหน หัวใจคงมั่น
ฉันจะต้องกลับไป เธอยินเสียงเข้าใจความหมายแห่งฉัน 
แรงนี้ทนฝ่าฟัน ได้เธอผู้เป็นแรงใจ
สร้างเป็นครอบครัวใหญ่อบอุ่นนักหนา อย่างที่ฝันไป",แรงใจ,2537
en,country_lyrics,1,0,ฝากเพลงถึงยาย,1573045170,1573045170,1,en,ต่าย อรทัย,กำลังใจ,"กินข้าวหลายๆ เด้อยาย สิได้แข็งแรง
คอยเปิดทีวียามแลง นั่งแงงหลานอยู่หน้าจอ
ได้ร้องเพลงดั่งหวัง เหมือนพบเส้นทางไปต่อ
ยามใดเพลงหลานผ่านจอ ยายคงสิพอยิ้มได้","ฝากเสียงเพลงให้ ฝากใจผ่านจอทีวี
ถ้าหากหลานไปได้ดี ความหวังเคยมี คงมาใกล้
ขอเพลงดังก้อง ได้เงินทองส่งน้องและยาย
กลับบ้านเมื่อเก็บเงินได้ สร้างเฮือนให้ยาย
หลังใหม่งามๆ","ยายอยู่บ้านนอกอยากเห็นหลานออก ทีวี
ประกวดร้องเพลงมานานปี
ตกรอบหลายที บ่มีท้อ
ห่างยายไกลบ้าน มีหลักประกันเพียงวุฒิชั้น ม.
ไต่ฝันจนถึงวันรอ ยายดีใจบ่ที่หลานทำได้

เส้นทางดลให้ ทุกก้าวฝ่าไปมีคนเมตตา
ตำแหน่งนักร้องที่รอมา เหมือนเทวดาเปิดทางให้
ออกเทปเทื่อนี้ อยู่แกรมมี่พุ้นเด้คุณยาย
เมื่อออกทีวีส่งไป ขอยายได้เตรียมใจรอ",ฝากเพลงถึงยาย,2551
