langcode,type,status,uid,title,created,changed,default_langcode,path,field_artis,field_emotion,field_lyrics_chorus,field_lyrics_hook,field_lyrics_lead,field_name,field_year
en,country_lyrics,1,0,"ชัด ช่าว	",1579170765,1579170765,1,en,"หญิงลี ศรีจุมพล	",สนุก,-,"แค่อยากบอกว่าไม่ได้ชอบเที่ยว แต่อยู่คนเดียวที่บ้านไม่ได้เฉยเฉย
นอนไม่หลับอย่างเคย ขี้เกียจนั่งเฉยก็เลยต้องมาชั้ดช่าว
ฉันไม่ได้ชอบเที่ยว แค่อยู่คนเดียวที่บ้านแล้วใจมันเหงา
เลยมาจัดเบาเบาคนโสดอย่างเราอ่ะ ถ้าชอบยาวยาวอ่ะก็เช้าด้วยกัน","อย่ามองเธออย่ามองฉันเป็นคนเสเพล ไม่เกเรเรื่องจริงนะสาบาน
แค่คิดว่าอยากมีเรื่องแบบนี้สักวัน ที่นานนานได้เอ็กเซอร์ไซส์
กลับบ้านก็ไม่มีคนนั่งรอเหมือนก่อน ฟูกที่นอนก็ไม่ไปไหน
สักแป๊บนะอาหารก็เพิ่งสั่งไป จะรีบไปไหนอ่ะคืนนี้ยังอีกยาว

ก็ฝันได้แต่ฝันถึงเรื่องฟอแอนแฟน หาแมนแมนยากขึ้นทุกวัน
แอบปิ๊งคนที่ยืนเต้นอยู่ข้างข้างกัน หน้าตาผ่านดันมากับแฟน
ได้ยินเคยได้ยินว่าลำปางหนาวมาก คงไม่หนักเท่าหนาวอ้อมแขน
บางคนที่สุขใจก็ไม่เห็นมีแฟน แค่แอนแอ่นแอ๊นโยกย้ายไปกับเพลง","ชัด ช่าว	",2560
en,country_lyrics,1,0,ชีวิตดี๊ดี,1579171016,1579171016,1,en,"หญิงลี ศรีจุมพล	",สนุก,"อะไรมันถึงดีอย่างนั้น เพราะมันก็ดีอย่างนี้
อะไรมันถึงดีอย่างงี้ เพราะมันก็ดีอย่างงั้น","ชีวิตดี๊ดีอยากจะกินเราก็ได้กิน ร่างกายฟิ๊นฟินสุขภาพแข็งแรงสดใส
ว่างว่างก็เซลฟีลงไอจีลงเฟซลงไลน์ อุ๊ยตายต๊ายตายคนกดไลค์สบายใจจัง
ยิ่งมีคนดีดีมาเอาอกเอาใจ อะไรอะไรก็ยิ่ง ดี๊ดี๊ดี๊ดี๊

จั๊ดจ้าดาดัดจัดจั๊ดจ้า ดี๊ดี๊ดี่ดีดี่ดี๊ดี๊ดี่
แน้นแน้นแน่นแนนแน่น ลั้ลลั้ลลั่ลลัลลา","จั๊ดจ้าดาดัดจัดจั๊ดจ้า ดี๊ดี๊ดี่ดีดี่ดี๊ดี๊ดี่
แน้นแน้นแน่นแนนแน่น ลั้ลลั้ลลั่ลลลัลลา

ชีวิตดี๊ดีมีเงินทองให้พอใช้จ่าย เพื่อนฝูงมากมายแต่ละคนก็ดีดี๊ดี
ครอบครัวสุขสันต์ไปไหนกันก็เฮทุกที เจ้านายก็ดีบอกปีนี้โบนัสเพียบเลย",ชีวิตดี๊ดี,2560
en,country_lyrics,1,0,เชิญจ๊ะ,1579171253,1579171253,1,en,"หลิว อาจารียา พรหมพฤกษ์	",สนุก,"เตือน ผู้หญิงทุกคน อย่าได้ขัดสน คารมเชิงชาย
อย่าไปอ่อน อย่าใจอ่อนอย่าใจง่าย
อย่าใจอ่อน อย่าใจอ่อนต้องไว้ลาย
ระวังผู้ชาย เสือร้ายเถิดหนา","เอ้าเชิญจ้า เอ้าเชิญเลยจ๊ะ พ่อแม่พี่น้อง เชิญมาดูทางนี้
มาดู ผู้ชายตัวดี มาดู ผู้ชายคนนี้
แอบหลอกกินฟรี ผู้หญิงทั่วไป เอ้า เชิญๆๆๆๆ","มองผู้หญิงนั้นเป็นกุ๊กไก่ หลอกเอาไปต้มยำทำแกง
เจอะคนสวยทีไรต้องสำแดง แทงใจ ให้ช้ำอุรา

เจอะผู้ชายอย่างนี้ต้องจับ จับมันไปมัดมือมัดขา
หากว่าใครที่อยากจะเห็นเต็มตา เอาเธอมาดู ผู้ชายหลายใจ

เจอะผู้ชายอย่างนี้ต้องบีบ บีบผู้ชายที่มันเย็นชา
เห็นผู้หญิงดังเช่นผักปลา อยากเห็นตำตา เอ้ามาดูฟรี

เจอะผู้ชายอย่างนี้ต้องถอด ถอดเอาหัวใจไม่ดี
เอามีดสับๆ เสียบๆซักที ผู้ชายแบบนี้ ให้ฟรีก็ไม่เอา",เชิญจ๊ะ,2546
en,country_lyrics,1,0,แชร์กันไปที่รัก,1579171452,1579171452,1,en,"หญิงลี ศรีจุมพล	",สนุก,"ให้เขารู้ว่าคนมันหวง รู้ไหมคนมันหวง รู้ไหมคนมันหวง
ชัดไหมว่าคนมันหึง รู้ไหมคนมันหึง กลัวถูกงาบไป
ใครมาฉอเลาะก็ไม่ต้องคุย ใครมาเร้าหรือก็ต้องไล่ไป
ใครมาเจ๊าะแจ๊ะให้รำคาญใจ เดี๋ยวฉันคุยเอง
","แชร์ เร็ว เร็ว ที่รัก ให้เค้ารู้ว่าเธอรักใคร
อยากสวีตแค่ไหน ทำได้เลยทำได้ทันที
เราจะไปถิ่นไหน ยิ้มให้กันแล้วก็เซลฟี
แชร์เป็นยันต์กันผี ไม่ให้มีใครมาวุ่นวาย","ให้เขารู้ว่ามีแฟนแล้ว รู้ว่ามีแฟนแล้ว รู้ว่ามีแฟนแล้ว
ท่องไว้นะว่ามีแฟนแล้ว ท่องว่ามีแฟนแล้ว เผลออาจถึงตาย
ใครมาแอดนะก็ต้องดูหน่อย ใครมาง้องแง้งก็อันเฟรนด์ไป
ใครมาจิ๊จ๊ะให้วุ่นวายใจ เดี๋ยวฉันคุยเอง
",แชร์กันไปที่รัก,2560
en,country_lyrics,1,0,ใช่ เกิดช้า,1579171707,1579171707,1,en,"ศิริพร อำไพพงษ์	",เศร้า,"แค่เผลอสบตา ยังโดนข้อหากินเด็ก
มองคนสเปคเป็นสุขเล็กเล็กเรื่อยมา
แต่ถ้าเธอบ่หวั่นไหว ใบเกิดบ่ใช่ปัญหา
ถึงคนใช่มาช้า ก็ลงเวลาใจทัน

เป็นยาอายุวัฒนะ เด็กกว่ายิ่งเคี้ยวยิ่งมันส์","ถูกสเปคแต่ก็เด็กเกินไป 
เธอคือคนใช่ แต่เกิดช้าจนหวั่น
เธอหนุ่มโมเดิร์น แต่ฉันวัตถุโบราณ
สิหยุดตรงนี้ หรือหาวิธีรักกัน
เกรงใจชาวบ้าน หรือทำตามฝันที่ใฝ่
ช่วยตัดสินใจหน่อยหนา","อยากฮักสิตาย แต่ก็อายใบเกิด
หัวใจอะเลิร์ตตั้ง แต่ได้เซิร์ชเจอกัน
คือคนที่ใจตามหา แต่เธอเกิดช้ากว่าฉัน
ถ้าหากสิเป็นแฟนกัน ก็กลัวชาวบ้านเขาว่า

ถูกใจถูกตา แต่ผิดเวลาไปหน่อย
หลงฮักเด็กน้อย จะบุกหรือถอยดีหว่า
อาการสิบสี่อีกหน ตั้งแต่วันโดนสบตา
สิเอาจั่งใด๋ดีล่ะ ปรึกษาตัวเองทุกวัน
",ใช่ เกิดช้า,2560
en,country_lyrics,1,0,โซดา,1579171960,1579171960,1,en,"หลิว อาจารียา พรหมพฤกษ์	
",สนุก,"ใครซู่ซ่าเหมือนอย่างโซดา
ก้าวเข้ามาได้เลยเต็มที่
เป็นส่วนผสมของหัวใจเพื่อความรักที่ดี
คงจะแฮปปี้ไม่มีใครเหมือน
รักควรหวานพอดิบพอดี
ควรมีความซ่าเขามาเป็นเพื่อน
จะได้ไม่ขาดอะไร รักก็ไม่แชเชือน
คุณหมอช่วยเตือนเพราะความหวังดี","หมอบอกให้เติมโซดา
ซู่ซู่ซ่าซ่า ซู่ซู่ซ่าซ่า โซดาสักขวด
ใส่น้ำหวานให้เข้ากัน รักจะดียิ่งยวด
โซดาสักขวดก็ซ่าถึงใจ น้ำหวานคู่กับโซดา
ซู่ซู่ซ่าซ่า ซู่ซู่ซ่าซ่า เป็นรสชาติใหม่
ความรักลงตัว รสชาติถูกใจ เติมได้เต็มพิกัด","ฉันนั้นหวานเหมือนกับน้ำหวาน
เช็คความหวานน้ำตาลเรียกพี่
หากความหวานมันมากไปกลัวสุขภาพไม่ดี
หมอบอกอย่ามีน้ำตาเกินร้อย

ลดความหวานพอดิบพอดี
แต่มีความรักก็ยังกร่อย ๆ
ไม่รู้มันขาดอะไรรักถึงจะเอ็นจอย
คุณหมอบอกหน่อยต้องเติมอะไร

",โซดา,2554
en,country_lyrics,1,0,เฒ่าบ่อยู่ส่วนเฒ่า,1579172299,1579172299,1,en,"สาวมาด เมกะแดนซ์	",สนุก,"ไชยะ..  ไชยะ ไชยา ชะชิงช้า ไชยะ ชะชิงชาย  
ไชยะ ไชยะ ไชยา ชะชิงช้า ไชยะ ชะชิงชาย

เห็นพรศักดิ์เขาร้องเพลง จิอวดเก่งคือจั่งเขา  
ไม่ดูตัวเองว่ามันเฒ่า ทำกระลิ้มทำกระเหลี่ย

เห็นน้องๆเชียร์เบียร์ ทำกระหยิ่มทำกระย่อง  
เห็นผู้สาวนักร้อง ทำขยึกทำขะเยอ  
เห็นน้องๆแดนเซอร์ ทำกระเจ๋อมาพูดเกี้ยว   
ต๊บรางวัลบาทเดียว เทียวจับมืออยู่เมิ๊ดคืน  เมิ๊ดคืน..","ยืนโง่นๆปานต้นเสา  เมาเหล้าขาวอยู่หน้าฮ้าน
ระวังยายเจอะแผ่นกระบาล ให้กลั๊บบ้านไปเอากระบวย

ตักน้ำใส่กระโหลก  แล้วชะโงกดอกดูเงา
ที่เห็นผมขาวๆ  มันแก่มันเฒ่าเล่าคุณตา

อยากมีเมียเด็กคือเพลงว้า  แกจองศาลาไว้หรือยัง
จะได้สวดอภิธรรม   ให้ผละจากอนิจจา
อนิจจา อนิจจัง อนิจจา อนิจจัง
วัตตสัง ขารา อนิจจา อนิจจัง
อนิจจา อนิจจัง  วัตตสัง ขารา
","..โอม เอย..
โอมขยึ๊กๆ โอมมะลึกกึ๊กกึ๋ย
ผู้บ่าวรุ่นดึ๊กด่ำดึ๋ย อยากจิมีเมียสาว
เฒ่าบ่อยู่ส่วนเฒ่า อยากจิมีเมียเด็ก
ระวังสิได้สวดกงเต็ก หงายท้องเด็ดสะมอเร่
ดอกเด้อเฒ่า 

มีเมียเด็กวัยรุ่น มันกระชุ่มมันกระชวย 
มีเมียเด็กสวยๆ มันกระฉับมันกระเฉง  
มีเมียเด็กเก่งๆ มันกระฉึกมันกระฉัก  
มีเมียเด็กน่ารัก มันกระแช่งมันกระเชี้ย  
อย่าคึกหลายเด้อไอ้ทิด ทำกระย่องทำกระแย่ง  
ธรณีจะกรรแสง เดี๋ยวจิหาว่าไม่เตือน   ไม่เตือน...

มันไม่เหมือนอีตอนหนุ่ม   ยังกระชุ่มยังกระชวย
กระโดดเต๊ะต้นกล้วย   ขาดกลางเป็นท่อนๆ

เป็นศูนย์หน้าเล่นฟุตบอล   ก็เตะลูกตุงตาข่าย
แต่เดี๋ยวนี้สิไอ้นาย  เต๊ะกระปี๊บไม่กระดอน
สังขารคนไม่แน่นอน  ที่แน่นอนคือนอนแน่
มีเมียเด็กอีตอนแก่  ระวังจิแย่ไม่แก่ตาย
ไม่แก่ตาย ",เฒ่าบ่อยู่ส่วนเฒ่า,2550
en,country_lyrics,1,0,"เฒ่าหัวงู	",1579172820,1579172820,1,en,"หญิงลี ศรีจุมพล	",สนุก,"หนุ่มหนุ่มล่ะก็ดิดดิ้น
หนุ่มหนุ่มก็ดิดดิ้น
มาเที่ยวอ่านกินหมอลำหน้าหวาน
อ่านกินสาวส่ำน้อย อ่านกินสาวส่ำน้อย
จนน้ำลายย้อยเลยเฒ่าหัวงู
จนน้ำลายย้อยเลยเฒ่าหัวงู","เอ้ามามาสิ เอ้ามามาสิ
มาช่วยกันทีล่ะมาช่วยจับงู
จับได้ให้ตีเลย จับได้ให้ตีเลย
อย่ามัวนิ่งเฉยตีเลยหัวงู
อย่ามัวนิ่งเฉยตีเลยหัวงู

คิดคิดอีกที คิดคิดอีกที
เอายังไงดีกับคนเจ้าชู้
เป่าปี่ก็จนเมื่อย สีซอก็จนเมื่อย
ให้ใช้มีดใช้เลื่อยตัดทิ้งซั่นตี้
ใช้มีดใช้เลื่อยตัดทิ้งซั่นตี้

ตัดทิ้งเสียดีหวา ตัดทิ้งเสียดีหวา
ตัดแข้งตัดขาตัดหยังมันดี
หากยังเป็นซ้ำซ้ำ หัวงูยังซ้ำซ้ำ
เดี๋ยวโดนตัด ลองดู
เดี๋ยวโดนตัด ลองดู","เอ้ามามาสิเอ้ามามาสิ มาช่วยกันทีล่ะมาช่วยจับงู
จับได้ให้ตีเลย จับได้ให้ตีเลย
อย่ามัวนิ่งเฉยตีเลยหัวงู อย่ามัวนิ่งเฉยตีเลยหัวงู

มาเที่ยวมาดู มาเที่ยวมาดู
ลำซิ่งเมียงูตื่นเต้นเร้าใจ
แสงสีไฟวูบวาบ แสงสีไฟวูบวาบ
เครื่องเสียงก็จ๊าบสะใจ
เครื่องเสียงก็จ๊าบสะใจ

เสียงกลองละมาดังตึ้ง
ดนตรีก็ดังตึ้ง
ตะลึดตึ๊ดฉึ่งหัวงูออกลาย
เสียงเพลงก็ดังก้อง
พิณแคนละก็ดังก้อง
รวมญาติพี่น้องมาเต้นหน้าฮ้าน
รวมญาติพี่น้องมาเต้นหน้าฮ้าน","เฒ่าหัวงู	",2555
en,country_lyrics,1,0,"ดั่งนกขมิ้น	",1579173067,1579173067,1,en,"จินตหรา พูนลาภ	",สนุก,"นกโตน้อย โตน้อย งอยคอนพลัดถิ่น 
ศิลปินบ้าน บ้าน แฟนอยู่สู้บ่หนี 
บนเวทีสปอตไลท์แสงไฟจ้า สาวเสียงพิณจินตหราออกลีลาลวดลาย 
เสียงปรบมือพร้อมดอกไม้มาลัย ซื้อแผ่นแท้โหลดเพลงรอสาย
คือการต่อลมหายใจ ให้คนสร้างงานศิลป์","นกโบยบินมาไกลจนป่านนี้ ก็เพราะมีลมใต้ปีกหนุนส่ง 
สร้างงานด้วยหัวใจมั่นคง ซื่อตรงต่ออาชีพศิลปิน 
จากดินจนเป็นดาวเถิงฟ้า จากดินจนเป็นดาวเถิงฟ้า 
ลูกสาวชาวนากะบ่เคยลืมถิ่น เลือดศิลปินยังเต็มอยู่เกินร้อย 
นกโตน้อยยังบินถลา สาวจินตหราก็ยังเป็นคนเก่า 
อยากกลับบ้านเฮา ไปเยี่ยมยามถามไถ่ 
ชาร์ตแบตหัวใจยามใด๋ท้อ ชาร์ตแบตหัวใจยามใด๋ท้อ","เหมือนนกขมิ้นเหลืองอ่อนที่โผบิน 
มาเป็นศิลปินในวันนี้ จากบ้านนามายี่สิบกว่าปี
หาเลี้ยงชีวีด้วยเสียงเพลงเสียงลำ 
น้อมนำคำครูสอนสั่ง ถึงเด่นดังก็บ่เคยลืมตน 
เด็กบ้านป่าลูกชาวนาจน จน
ปั้นข้าวเหนียวแน่น แน่นแล้วจ้ำป่น 
กลิ่นควายสาบโคลน  ยังฝังอยู่ในหัวใจ 
กลิ่นควายสาบโคลน ยังฝังอยู่ในหัวใจ

กำลังใจจากแฟน แฟน บ่เสื่อมถอย 
ผู้หญิงตัวน้อยก็ยังพร้อมฮึดสู้ 
ตราบใดที่ยังหายใจอยู่ ตราบใดที่ยังหายใจอยู่ 
อยากให้รับรู้จินตหราสู้บ่ถอย","ดั่งนกขมิ้น	",2553
en,country_lyrics,1,0,ดาวมหาลัย,1579173445,1579173445,1,en,"สาวมาด เมกะแดนซ์	",สนุก,"ไปนาใส่เกิบส้นสูง ตกคันนาหงายท้องดาวนั่งร้องไห้
ใส่เอวต่ำสายเดี่ยวเกี่ยวข้าว ควายเถิกควายเฒ่ายืนน้ำลายไหล
คุณแม่พานั่งรถอีแต๊ก หัวสั่นด๊อกแด๊ก กลับถึงบ้านเป็นไข้ 
อยู่มหาลัยเป็นเชียร์ลีดเดอร์ เป็นพริตตี้ เป็นพรีเซ็นเตอร์ให้มาเป็นฟาร์เมอร์
ดาวว่า มันไม่ใช่ มันไม่ใช่ตัวตนที่แท้จริงของดาวอะ

แม่ขาอยากกลับกรุงเทพ คิดถึงเพื่อนๆ ที่มหาลัย
หนูเบื่อบ้านนอกคอกนา หยะแหยง ปลาร้า และกลิ่นโคน สาปควาย
ดาวเบื่อชีวิตคันทรี่ อยากไปอยู่ ซิตี้ เป็นดาวมหาลัย
อย่างหนูมันต้องอยู่กรุงเทพ ถึงจะตรงคอนเซ็ปต์ที่ดาวตั้งไว้อะ","แม่: คุณสิไปตายไสกะไปโลด
ไห้ไปเรียนกะบ่มีประโยชน์ มาอยู่บ้านกะบ่มีประโยชน์
ไปตายไสกะไปโลด กูกะรับบ่ได้ กูกะรับบ่ได้ กูกะรับบ่ได้
แม่: อี่ดาวมหาลัย อี่พรีเซ็นเตอร์ใหญ่ ผมเบิดนาไปจักท่งแล่ว
มื่อได๋ คุณสิเรียนจบกับเขาจักเทียละหือ
ดาว: คุณแม่ขา มาว่าหนู่อย่างนี้ได้ยังไง
มันเสื่อมเสียเกียรติภูมิดาวมหาลัย นะคะ คุณแม่ขา
แม่: ว่าซือๆ กะไคตั๊ว ผมบ่ตีนยันตกคันแท กะบุญหัวคุณแล่วตั๊ว
ดาว: แม่ไม่เข้าใจดาว แม่ไม่เข้าใจความเป็นดาวมหาลัย
แม่ไม่เซ้นสิถีฟ แม่ไม่เซ้นสิถีฟอ่อนไหวกับเรื่องอย่างนี้หรอก
แม่: มีแต่ผมสิถีบคุณนั่นหละ อี่ดาวมหาลัยใหญ่","แม่: ฮัลโหล ดาวบ่ลูกหล่า
ดาว: ค่า
แม่: ปิดเทอมแล้วกลับมาซอยแม่เฮ็ดนาแหน่เด๊อ
ดาว: โอเคค่า คุณแม่ขา แค่นี้นะคะ
แม่: เออ

หนูดาวเป็นลูกสาวกก จบชั้นม.6 โรงเรียนบ้านหนองใหญ่
คุณแม่ขายไร่ขายนา ส่งดาวเข้ามาเรียนมหาลัย
มาเรียนอยู่ในกรุงเทพ ยูนิเวอร์ซิตี้ที่ทันสมัย
ดาวสวยดาวเริ่ดดาวเด่น คนมันสวยทำอะไรก็เด่น
ก็เลยถูกพรีเซ้นต์ให้เป็นดาวมหาลัย
เพื่อนๆที่คณะ ปลื้มดาวสุดๆเลยนะ

ซัมเมอร์แม่เรียกตัวกลับมา ช่วยทำไร่ทำนาอยู่ที่บ้านหนองใหญ่
ไปอยู่บ้านป่ากับดงดาวบอกตรงๆว่ามันไม่ใช่
บ้านนอกขาดการพัฒนามีแต่ทุ่งนาและหมูหมากาไก่
ชาวบ้านก็ด้อยการศึกษากินแต่ปลาร้าที่ไม่พาสเจอร์ไรซ์
กินกบกินอึ่งกินแย้ แมงจินูน แมงจิโป่ม ดักแด้
กินแม้แต่กุดจี่ที่อยู่ในกองขี้ควาย
ฮื้อ กินเข้าไปได้ไงอะ แวะ

หนุ่มๆมีแต่ซุมโลโซ เมาเหล้าขาว เหล้าโท ซิ่งมอเตอร์ไซค์
ไม่เหมือนหนุ่ม ม.กรุงเทพ ขี่เบนซ์ ขี่เชฟ บีเอ็ม รุ่นใหม่
ลูกทุ่งฟังไม่เป็นจริงๆ ดาวชอบสตริง โฟร์ มด กอล์ฟ ไมค์
อยากไปเมืองทองธานี ดูอคาเดมี่แฟนตาเซีย
ก็มีแต่เสียงอีสาน นกน้อย ปอยฝ้าย
คำมอด ลูกแพร เงี๊ยะ หมอล้ำ หมอลำ

เซ็นทรัล โรบินสัน เดอะมอลล์ เซเว่น บิ๊กซี ไม่มีที่บ้านหนองใหญ่
มีแต่ตลาดนัดคลองถม ไร้รสนิยม ดาวรับไม่ได้
เสื้อยืดตัว199 ไม่รู้ว่าเขาใส่ได้ยังไง
เคยเดินเล่นแถวเซ็นเตอร์พอยท์ ต้องมาเดินต้อยๆไล่วัวไล่ควาย
คิดมาเศร้าใจอดสู คิดถึงสังคมหรูๆ ตอนที่ดาวเรียนอยู่เป็นดาวมหาลัย
เจอสังคมบ้านนอกๆอย่างนี้ ดาวปรับตัวไม่ทันนะ",ดาวมหาลัย,2552
en,country_lyrics,1,0,"ดีที่สุดแล้ว	",1579173653,1579173653,1,en,"ไหมไทย หัวใจศิลป์ 	",สนุก,"เป็นโสดจังซี้นั่นดีอยู่แล้ว ยังโสดยังแจ๋วยังไงก็ได้
บ่คิดมีคู่อยากอยู่สบาย ต้องโสดเข้าไว้แหละดีที่สุด
ดีที่สุดจังซี้ต้องดีที่สุด ดีที่สุดจังซี้ต้องดีที่สุด","พอแล้วพอ พอแล้วพอ บ่แคร์แล้วผู้ใด
พอแล้วพอ บ่แคร์แล้วผู้ใด
เรื่องของหัวใจ สิบ่ไปวุ่น
เล่นให้สนุก หัวซุกหัวซุน
โลกยังบ่หยุดหมุน เรื่องวุ่นก็ธรรมดา

บ่หาญกล้า ไผว่าฟ่าวฟัง
บ่หาญกล้า ไผว่าฟ่าวฟัง
เรื่องความฮักตอตัง ตอตัง
ตังต้องจองวิน แปนมินลิน
อันควมฮักในทรวง บ่ได้หึงได้หวง
แต่อย่าควงหนอมา เย้ย","เป็นโสดจังซี้นั่นดีที่สุด บ่เคยสะดุดฮักไผสักครั้ง
เรื่องรักนี่หนอฉันขอหลีกทาง บ่คิดบ่หวัง บ่หยังบ่สน
เป็นโสดจังซี้นั่นดียิ่งกว่า บ่อยากสิหารักมาปะปน
ถึงเป็นความสุขแต่ปวดเหลือทน ถึงคราวฉันโดนคนฮักรังแก
เลยบ่แคร์ ข่อยก็เลยบ่แคร์ คนฮักตอแหล อ้ายก็เลยบ่แคร์

ขอยอมแพ้ ใจแม่บ่ฮ่าวซื่น ขอยอมแพ้ ใจแม่บ่ฮ่าวซื่น
หัวใจคงบ่ฟื้น บ่ฟื้น บ่ายหน้าถ่าถอย เจ็บบ่น้อยมาตั้งแต่โดนนั้น
นางหล่าตาหวาน ลานกะลมลวงหลอก","ดีที่สุดแล้ว	",2557
en,country_lyrics,1,0,ดีออก,1579173881,1579173881,1,en,"จ๊ะ อาร์สยาม	",สนุก,"บอกตรง ๆ คนทั้งบาง เบื่อจะฟังเสียง she
หน้าตาก็ดี มีแต่คนด่า
สนุกเลยเนาะทำแอ๊บ แบบมาคุยเหน็บใคร
ไม่เกรงจง เกรงใจ กันหน่อยเลยน๊า","ดีออก โอ๊ย ดีออก ห๊ะ มันเยอะดอก เอาออกไปบ้างก็ดี
ดีออก โอ้ย ดีออก ชักจะเยอะดอก เอาออกไปซะดีดี
นั่นดอกอะไร เสียบไว้โชว์ใครเยอะแยะ
แหมะ แหม แหมะ แหม แฟนแยะเลยโชว์งั้นสิ
นั่นดอกอะไร เสียบไว้ทำไมเยอะแยะ
แหม ๆ ๆ ๆ ๆ ๆ ๆ เห็นแล้วไม่ค่อยแฮปปี้","she บอกว่ามีแฟนคลับ ยุบยับเข้ามาเป็นเบือ
she บ่น ว่าเบื่อ ผู้ชายไล่ตามแต่ she
she เหนื่อยจนรำคาญ ช่อดอกไม้มากันถี่ถี่
ดูสิ ดูสิ she น่าสงสาร

she บอกไม่ได้พักผ่อน กินนอนไม่เป็นเวลา
ผู้ชายทักมา ไม่คุยเดี๋ยวดูไม่ดี
she บอกว่าทรมาน รับดอกไม้ทุกวันเลย she
she สวย หุ่นดี เลยมีปัญหา",ดีออก,2560
en,country_lyrics,1,0,"ดื่มเหล้ามันขมดื่มนมเถอะพี่	",1579174178,1579174178,1,en,"ลำไย ไหทองคำ	",สนุก,"ดื่มเหล้าดื่มยาล่ะหาแม่หม่องไป เงินทองหาได้หมดไปทุกที
บ่แม่นร่ำไรอยากให้สุขภาพดี เลิกเหล้านะคุณพี่ต่อจากนี้มาดื่มนม","ดื่มเหล้ามันขมดื่มเหล้ามันขม ดื่มเหล้ามันขมมาดื่มนมเถอะพี่
ดื่มเหล้ามันขมดื่มเหล้ามันขม ดื่มเหล้ามันขมมาดื่มนมเถอะพี่","เห็นกินเหล้าหลายร่างกายอ่อนเพลีย กินเหล้ากินเบียร์ร่างกายทรุดโทรม
น้องเป็นห่วงอ้ายย่านแต่หักโหม สิคอยปลอบประโลม คันอ้ายออกเหล้ามา
เลิกเหล้าสาพี่ดีกรีมันแรง ย่านตับอ้ายแข็งเรี่ยวแรงอ่อนล้า
น้องมีเคล็ดลับอยากสิบอกอ้ายจ๋า มาดื่มนมเถิดหนาพี่จะติดใจ

ดื่มนมกะดื่มนมจากเต้า สดจากเต้าล่ะฟาร์มเดินมาร์กไทย
นมสดหนองโพล่ะโฟร์โมสกะได้ นมตรามะลิตราหมีหาให้
ว่าแต่เปลี่ยนใจหันมาดื่มนม","ดื่มเหล้ามันขมดื่มนมเถอะพี่	",2559
en,country_lyrics,1,0,ดูใจกันก่อน,1579174351,1579174351,1,en,"แมงปอ ชลธิชา	",สนุก,"ปลูกเรือนผิดคิดจนตาย
ก็ปวดใจคล้ายเลือกคู่ผิด
ดูใจละให้ซึ้งอีกนิด
จะได้สนิทละไม่คิดแยกกัน

เป็นสาวได้เพียงหนึ่งครั้ง
ได้แต่หวังเป็นนางเมื่อไหร่
เมื่อนั้นคงสุขสบาย
อยู่กับชายจริงใจรักกัน","ดูใจกันก่อน ดูใจกันก่อน
ดูใจกันก่อน แน่นอนละค่อยมารักกัน
ดูใจกันก่อน ดูใจกันก่อน
ดูใจกันก่อน แน่นอน ละค่อยมารักกัน.","รักกันละไม่เข้าใจกัน
อีกไม่นานกลัวต้องร้องไห้
ชอบกินชอบเที่ยวกันไหน
ต้องไปกันได้นะเรื่องสำคัญ

เคยเห็นคนอกหักมา
บอกฉันว่าอย่าคิดใจง่าย
พอรักละกันไม่ทันไร
เข้ากันไม่ได้ละเจ็บใจทุกวัน

",ดูใจกันก่อน,2546
